month,state,district_raw,pincode,IEI,IEI_rz,total_updates
2025-11-01,Maharashtra,Nagpur,441112,0.5923412160526267,6.654630460210668,649.0
2025-09-01,West Bengal,Dakshin Dinajpur,733126,0.6233997666410218,6.643911307134702,175.0
2025-12-01,Maharashtra,Ahmadnagar,413713,0.6419993062087239,6.643340471111123,152.0
2025-10-01,Chandigarh,Chandigarh,160009,0.6521242473406023,6.640618859848047,17.0
2025-10-01,Uttar Pradesh,Bijnor,246765,0.5309422831134155,6.630682311831479,92.0
2025-11-01,West Bengal,Darjiling,734314,0.35601109022780825,6.618545745337896,2.0
2025-11-01,Maharashtra,Sangli,415307,0.563348101165791,6.6140724270835625,488.0
2025-10-01,Andhra Pradesh,Prakasam,523114,0.5988491098839183,6.585922168470963,128.0
2025-10-01,Bihar,Begusarai,851135,0.6662993281750723,6.582539102166243,135.0
2025-11-01,Uttar Pradesh,Banda,210205,0.42064740044678106,6.562139142840876,3.0
2025-12-01,Gujarat,Anand,387210,0.6086679326972257,6.561755061460588,60.0
2025-09-01,Odisha,Jagatsinghapur,754137,0.6271967408697336,6.5576948687281735,88.0
2025-11-01,Himachal Pradesh,Mandi,175020,0.48618963531223514,6.55047662980472,3.0
2025-11-01,Telangana,Medak,502324,0.42663295190697603,6.538651590929711,3.0
2025-11-01,Himachal Pradesh,Kangra,176083,0.6202954717538862,6.52933364735106,149.0
2025-09-01,Uttar Pradesh,Jaunpur,222143,0.631288319372468,6.52335832347786,2198.0
2025-10-01,West Bengal,Murshidabad,742301,0.6839911763843293,6.521811163143474,646.0
2025-11-01,Karnataka,Shimoga,577232,0.5092507066611021,6.517954316689819,6.0
2025-09-01,Uttar Pradesh,Fatehpur,212623,0.5436882940301556,6.515105650927791,94.0
2025-11-01,Karnataka,Hasan,573127,0.5846198584424255,6.510139480206023,25.0
2025-10-01,Maharashtra,Sangli,415307,0.5602948485164029,6.506008432636568,123.0
2025-12-01,Punjab,SAS Nagar (Mohali),140101,0.15905264830514124,6.504393725313403,1.0
2025-12-01,Himachal Pradesh,Kangra,176083,0.6191225274351443,6.492784169269966,79.0
2025-10-01,West Bengal,Hooghly,712137,0.7084783476841163,6.4882958839914995,26.0
2025-10-01,West Bengal,Dakshin Dinajpur,733123,0.42259990621652516,6.485306320063596,2.0
2025-09-01,Himachal Pradesh,Kangra,176083,0.6188336208875068,6.483781709936103,194.0
2025-11-01,Maharashtra,Ahmed Nagar,413708,0.5004499950163113,6.482850431248051,12.0
2025-11-01,Bihar,Banka,812004,0.4932686742240049,6.481788227251367,3.0
2025-09-01,Jharkhand,Pakur,816102,0.6330585104257455,6.450755055007398,429.0
2025-11-01,Uttar Pradesh,Farrukhabad,207503,0.6102268872241713,6.439069540393551,876.0
2025-12-01,Tamil Nadu,Kallakurichi,605401,0.4556392779805326,6.423651413068123,3.0
2025-10-01,Maharashtra,Dharashiv,413506,0.5211690665587764,6.396546136972417,3.0
2025-12-01,Andhra Pradesh,Prakasam,523114,0.5950599451810192,6.394878169450481,164.0
2025-10-01,West Bengal,Murshidabad,742168,0.712081880700778,6.391666835298298,291.0
2025-09-01,Jharkhand,Kodarma,825407,0.2951327229437759,6.382826281874213,2.0
2025-10-01,West Bengal,Bardhaman,741316,0.5899221652589897,6.3793180902766755,14.0
2025-09-01,Madhya Pradesh,Mandla,481879,0.2814582123113556,6.377013597356325,2.0
2025-11-01,Andhra Pradesh,Annamayya,517236,0.5954761627187325,6.369115285640139,19.0
2025-10-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,524236,0.5550867658717322,6.36641257309336,10.0
2025-11-01,Bihar,Saharsa,852130,0.5820803615540292,6.349246056610118,93.0
2025-11-01,Uttar Pradesh,Muzaffarnagar,247777,0.4694882349884522,6.340153304534982,3.0
2025-12-01,Maharashtra,Nashik,422402,0.6069138100961551,6.325354630758342,1524.0
2025-11-01,Bihar,Patna,811302,0.5088149159494524,6.31426314480119,4.0
2025-11-01,Maharashtra,Raigad,402209,0.5830588449643657,6.305170525111091,56.0
2025-09-01,Uttar Pradesh,Unnao,209864,0.5534946412857,6.291012896433488,172.0
2025-12-01,Maharashtra,Parbhani,431503,0.6830620234986504,6.2770292431311505,2198.0
2025-09-01,Punjab,Sangrur,148022,0.5812552136400796,6.270655402049373,75.0
2025-09-01,West Bengal,Bankura,722102,0.5900489251334147,6.244765838768907,350.0
2025-09-01,Madhya Pradesh,Betul,461441,0.584568355055911,6.212015160187399,137.0
2025-10-01,Assam,Jorhat,785102,0.5541081695476309,6.1973387696737365,10.0
2025-11-01,Andhra Pradesh,Nizamabad,503114,0.5195323662597575,6.170353790843606,8.0
2025-12-01,West Bengal,Paschim Medinipur,721518,0.6491764302117348,6.166876594653724,31.0
2025-10-01,Uttar Pradesh,Jaunpur,222143,0.6186528157297725,6.166104884953591,872.0
2025-12-01,Karnataka,Gulbarga,585321,0.5145753491058958,6.157211591065271,3.0
2025-12-01,Maharashtra,Solapur,413218,0.5891275290937112,6.154338692506092,235.0
2025-10-01,Gujarat,Porbandar,360570,0.6383994681241371,6.14971755374783,83.0
2025-12-01,West Bengal,Haora,711105,0.4994911698917909,6.147915517228044,31.0
2025-11-01,Uttar Pradesh,Sultanpur,227809,0.3075926200773938,6.144428745476818,2.0
2025-10-01,Chhattisgarh,Bilaspur,495118,0.5879718013898354,6.143954552707454,1130.0
2025-10-01,Jharkhand,Chatra,825411,0.5914656768522938,6.14270196183033,11.0
2025-05-01,West Bengal,Kolkata,700023,0.6868048960305216,6.127338047672171,684.0
2025-11-01,Assam,Tamulpur District,781360,0.4293933980580421,6.123202747315167,26.0
2025-11-01,Bihar,Rohtas,821302,0.6005353962598733,6.116459980948162,56.0
2025-11-01,Gujarat,Porbandar,360570,0.6377455350016643,6.112917649980357,161.0
2025-09-01,Tamil Nadu,Tenkasi,627857,0.5986245076251393,6.108049798026361,22.0
2025-10-01,West Bengal,Paschim Bardhaman,713152,0.4960745124524796,6.103756189034396,3.0
2025-09-01,Uttar Pradesh,Bijnor,246765,0.5232951372763088,6.0968017442894995,136.0
2025-11-01,Himachal Pradesh,Mandi,176122,0.61276492516638,6.095443449491401,23.0
2025-10-01,Madhya Pradesh,Betul,461441,0.5813628348286687,6.073464152720955,131.0
2025-12-01,Orissa,Anugul,759126,0.4557776364980035,6.064502573438031,2.0
2025-12-01,Himachal Pradesh,Kangra,176038,0.6500802189860706,6.060050947245122,26.0
2025-10-01,Uttar Pradesh,Bulandshahar,203205,0.5764290667648247,6.055985676095731,4.0
2025-12-01,West Bengal,Bankura,722102,0.5873251373120407,6.053067223434806,211.0
2025-12-01,Madhya Pradesh,Ashok Nagar,473338,0.48646105770060866,6.049596433091905,3.0
2025-10-01,Andhra Pradesh,Mahabub Nagar,509204,0.5306548961352224,6.042867510725144,42.0
2025-12-01,Rajasthan,Bundi,323602,0.6176173753854326,6.040278630837188,539.0
2025-09-01,Odisha,Kendrapara,754248,0.645153405000912,6.035222005851806,720.0
2025-09-01,Bihar,Darbhanga,847123,0.36540736429912457,6.0148026144305256,4.0
2025-10-01,Karnataka,Bidar,585401,0.7246912156089245,6.013039312969569,622.0
2025-12-01,Maharashtra,Buldhana,443202,0.6207266432422525,6.004360723899057,789.0
2025-12-01,Himachal Pradesh,Kangra,176210,0.6216466949702906,5.998167100188217,63.0
2025-12-01,Andhra Pradesh,Eluru,534435,0.4619081077894325,5.994560849519383,3.0
2025-12-01,West Bengal,East Midnapore,721651,0.4773471754316979,5.994186143340431,3.0
2025-12-01,Maharashtra,Kolhapur,416501,0.6339185005338774,5.987130231858329,189.0
2025-11-01,Karnataka,Bangalore,562125,0.6296744773597158,5.986747275744834,92.0
2025-12-01,Maharashtra,Beed,431519,0.5920951603495582,5.971696765117492,614.0
2025-12-01,Gujarat,Surat,394370,0.3435990437437341,5.958808199650597,2.0
2025-09-01,Andhra Pradesh,Mahabub Nagar,509104,0.5093150295463645,5.954112924091411,23.0
2025-12-01,Bihar,Muzaffarpur,843141,0.5683612392463722,5.946536039196524,130.0
2025-11-01,Karnataka,Kodagu,571253,0.5573378497565089,5.946389935441125,109.0
2025-12-01,Chhattisgarh,Durg,491668,0.46123383674127477,5.946379102121432,3.0
2025-09-01,Uttar Pradesh,Amethi,227814,0.42475866288746067,5.938744761306305,5.0
2025-09-01,Uttar Pradesh,Gorakhpur,273003,0.6457497414133293,5.926817711233522,76.0
2025-09-01,Telangana,Warangal,506172,0.6101138714852319,5.925323567596638,120.0
2025-09-01,West Bengal,Purba Bardhaman,712310,0.40822353219468144,5.9238327408009575,3.0
2025-10-01,Karnataka,Belagavi,590018,0.5378932247190802,5.915891986956146,7.0
2025-10-01,West Bengal,Maldah,732141,0.604660720067787,5.909119117992574,33.0
2025-12-01,Jharkhand,Godda,814156,0.6241873127454478,5.901288934564709,1064.0
2025-09-01,West Bengal,Murshidabad,742301,0.6685697322624049,5.889522615264579,1253.0
2025-12-01,West Bengal,Paschim Medinipur,721222,0.6560420980264111,5.889488984669218,196.0
2025-12-01,Bihar,Arwal,804404,0.31789339811447775,5.882948994366049,2.0
2025-11-01,Kerala,Ernakulam,682003,0.533803340064333,5.881110142082166,3.0
2025-09-01,West Bengal,Howrah,711322,0.6123925166638301,5.871115893986691,739.0
2025-10-01,Mizoram,Lunglei,796101,0.5077730686166374,5.842281496365182,3.0
2025-12-01,Orissa,Khordha,752064,0.43144222183623293,5.840105991850466,2.0
2025-12-01,Maharashtra,Aurangabad,431137,0.6004870713645345,5.8352329573856245,356.0
2025-11-01,Karnataka,Udupi,576106,0.5978448997301616,5.829281728108501,40.0
2025-09-01,Uttar Pradesh,Chandauli,232118,0.6570321869465732,5.82570888199573,1231.0
2025-10-01,West Bengal,Barddhaman,713131,0.6334401290026679,5.814707269704124,60.0
2025-12-01,Bihar,Saharsa,852130,0.569331837918253,5.806869892215511,81.0
2025-12-01,West Bengal,Paschim Medinipur,721126,0.685584510318632,5.789601534741242,273.0
2025-09-01,West Bengal,Darjeeling,734004,0.6237591785666607,5.789433063991602,93.0
2025-10-01,Himachal Pradesh,Kangra,176402,0.560658555187862,5.783251539359572,26.0
2025-11-01,Telangana,Vikarabad,502321,0.506713976504245,5.782334025715222,4.0
2025-09-01,Gujarat,Anand,387210,0.5812984771515395,5.778868329917036,67.0
2025-10-01,Karnataka,Bangalore,562125,0.6213547119144361,5.761654512524537,61.0
2025-12-01,Maharashtra,Solapur,413217,0.6591445013102639,5.761046896947255,286.0
2025-12-01,Maharashtra,Beed,414202,0.6036548212158458,5.755660979021531,1662.0
2025-09-01,West Bengal,Purba Medinipur,721460,0.3796834644956143,5.730745340584371,5.0
2025-06-01,Telangana,Vikarabad,501141,0.6420297941612667,5.729925370079658,2115.0
2025-09-01,Kerala,Wayanad,673591,0.6748446005837879,5.723789290178727,144.0
2025-10-01,Andhra Pradesh,Alluri Sitharama Raju,531111,0.5969404976472533,5.723317010626485,154.0
2025-10-01,Kerala,Palakkad,679503,0.7090746691886728,5.7221806772858645,82.0
2025-09-01,Odisha,Baleswar,756049,0.6057401207013183,5.722048373133409,139.0
2025-12-01,Kerala,Malappuram,673647,0.6834260507926858,5.715771482967234,69.0
2025-10-01,Telangana,Nirmal,504104,0.6201623597221604,5.71240544720927,139.0
2025-12-01,Orissa,Kendujhar,758043,0.5632175954139349,5.702336634039829,3.0
2025-12-01,Bihar,Sheohar,843325,0.567342715321433,5.698800062422485,206.0
2025-12-01,Maharashtra,Solapur,413215,0.6535327814767908,5.694553587867755,642.0
2025-12-01,Maharashtra,Solapur,413202,0.6167898948240489,5.682911801380549,1393.0
2025-09-01,West Bengal,Bankura,722138,0.6462188940343305,5.6822634870774005,1279.0
2025-12-01,Karnataka,Belagavi,590009,0.5961709656233526,5.6764110187275625,9.0
2025-10-01,West Bengal,Malda,732144,0.5580970534958116,5.6741299993393,9.0
2025-11-01,Himachal Pradesh,Kangra,176038,0.6332814969805465,5.672454114418299,181.0
2025-11-01,Karnataka,Bellary,583275,0.6237237303362299,5.667283382832426,9.0
2025-12-01,Assam,Kamrup,781034,0.5343754360795077,5.664234389051967,4.0
2025-10-01,West Bengal,South 24 Parganas,743396,0.6102559007774786,5.63658267324421,88.0
2025-11-01,Karnataka,Bangalore Rural,562102,0.33359565130673263,5.62865502911056,2.0
2025-09-01,Madhya Pradesh,Sehore,466117,0.3772321413567494,5.626202616691518,3.0
2025-12-01,Bihar,Darbhanga,847223,0.4555815168977633,5.623010029451506,3.0
2025-12-01,Andhra Pradesh,K.v. Rangareddy,500019,0.3477403439853699,5.610785960340433,2.0
2025-12-01,Chandigarh,Chandigarh,160009,0.6127296030587772,5.609252834689818,38.0
2025-09-01,Madhya Pradesh,Sidhi,484334,0.2814582123113556,5.604324666607862,2.0
2025-12-01,Punjab,Shaheed Bhagat Singh Nagar,144513,0.5807484005948792,5.602500781640978,49.0
2025-09-01,Telangana,Vikarabad,504299,0.2773109219701832,5.6020761935477195,3.0
2025-11-01,West Bengal,Purba Bardhaman,713144,0.6543967871127605,5.600722968658413,8.0
2025-12-01,Maharashtra,Hingoli,431703,0.6232189081494766,5.591180595593629,1272.0
2025-11-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,524407,0.5882146574973396,5.588297823845481,27.0
2025-12-01,Uttarakhand,Pauri Garhwal,246167,0.5554172516152959,5.585349494407921,64.0
2025-09-01,Himachal Pradesh,Kangra,176210,0.6058041603504732,5.583169272800718,67.0
2025-10-01,Assam,Dhemaji,787110,0.5201556621475647,5.576182467358122,21.0
2025-10-01,Karnataka,Bangalore Rural,560087,0.7258768973419404,5.553035006821791,33.0
2025-09-01,West Bengal,Darjeeling,734214,0.5594059635815454,5.552700563978522,46.0
2025-10-01,Uttar Pradesh,Balrampur,271215,0.6154448267580609,5.548514421006873,417.0
2025-12-01,West Bengal,South 24 Parganas,743396,0.6068528550635737,5.536049287000004,59.0
2025-11-01,West Bengal,Birbhum,731139,0.34242571346281186,5.523018399018939,2.0
2025-11-01,Tamil Nadu,Tirunelveli,627853,0.5966334042701431,5.517782126499973,202.0
2025-10-01,Rajasthan,Jhunjhunu,333034,0.4095889968739126,5.517631249080736,3.0
2025-12-01,Karnataka,Bangalore,562125,0.612121838172229,5.511857438704786,85.0
2025-10-01,Maharashtra,Beed,431519,0.5803149566112191,5.510652211023649,650.0
2025-12-01,Assam,Dibrugarh,786622,0.6565902083012558,5.501294342532843,9.0
2025-11-01,Andhra Pradesh,Karimnagar,505416,0.5816717229306632,5.4862821921418305,4.0
2025-12-01,Chhattisgarh,Durg,491337,0.5818561304840938,5.480313131456386,24.0
2025-12-01,Himachal Pradesh,Kullu,175103,0.6519645857631217,5.474917945949031,21.0
2025-11-01,Punjab,Rupnagar,140301,0.5654635516059141,5.469409582936577,4.0
2025-07-01,Maharashtra,Sangli,416412,0.6194787896013566,5.468355700884269,1448.0
2025-11-01,Andhra Pradesh,Eluru,534437,0.5537206213437105,5.466497856496342,7.0
2025-12-01,Jharkhand,Pakur,816102,0.5970434977552913,5.4555632528956925,92.0
2025-12-01,Maharashtra,Amravati,444701,0.5811249993423984,5.455166695737575,2145.0
2025-12-01,Maharashtra,Ahmadnagar,413711,0.6140339078265886,5.4541156478545005,254.0
2025-10-01,West Bengal,Kolkata,700035,0.6473458756039904,5.448085938167786,10.0
2025-09-01,Odisha,Cuttack,754105,0.6405266518426552,5.444144831096497,165.0
2025-11-01,Uttar Pradesh,Muzaffarnagar,247778,0.46967034540952557,5.443941534831103,3.0
2025-12-01,Karnataka,Mysore,570020,0.5423474819194026,5.438718576057616,10.0
2025-10-01,Uttarakhand,Garhwal,246128,0.3976017226454154,5.435056596082063,3.0
2025-09-01,Assam,Nagaon,782427,0.6932163087709072,5.428087645953242,836.0
2025-12-01,Jammu and Kashmir,Kargil,194103,0.6766549116078671,5.412829851257286,144.0
2025-09-01,West Bengal,South 24 Parganas,743363,0.6421751621729473,5.403902939104018,759.0
2025-12-01,Orissa,Sundargarh,770036,0.44639704170065525,5.399647978149255,2.0
2025-12-01,Bihar,Bhagalpur,853201,0.6410352631306689,5.39780947132937,1552.0
2025-12-01,Chhattisgarh,Surajpur,497231,0.6631684864853284,5.394234643498879,2353.0
2025-11-01,Gujarat,Valsad,396240,0.685169560536394,5.390497197125193,20.0
2025-09-01,Punjab,SAS Nagar (Mohali),160062,0.6273908534501402,5.38626859171403,309.0
2025-12-01,Telangana,Nalgonda,508113,0.5704386336824878,5.381388033091669,75.0
2025-09-01,Tripura,South Tripura,799045,0.2733587970263002,5.374288843827726,2.0
2025-10-01,Maharashtra,Bid,431519,0.5415412728986245,5.366189246177629,8.0
2025-10-01,Uttarakhand,Pauri Garhwal,246147,0.5173530137495853,5.364292419827446,45.0
2025-11-01,Sikkim,Mangan,737120,0.34891674613187623,5.360663689093919,2.0
2025-12-01,Maharashtra,Mumbai,400603,0.3251002112382164,5.360551200808234,2.0
2025-12-01,Uttar Pradesh,Kushinagar,274701,0.32755989774760413,5.3567531100907235,2.0
2025-10-01,Gujarat,Anand,387210,0.5663275558477716,5.350634175673882,9.0
2025-09-01,Telangana,Warangal,506015,0.5707245953470548,5.3402354368076885,24.0
2025-12-01,Orissa,Sambalpur,768200,0.4534756496237313,5.338037341875062,2.0
2025-10-01,Gujarat,Jamnagar,361335,0.6553373544740265,5.32618734136417,96.0
2025-05-01,West Bengal,Jalpaiguri,735212,0.6744594494829219,5.321460955064835,161.0
2025-09-01,Telangana,Hyderabad,500060,0.38417307809620005,5.3174271285829215,3.0
2025-09-01,Maharashtra,Sangli,416412,0.6159957994020117,5.3171470131378165,719.0
2025-12-01,Andhra Pradesh,Palnadu,522435,0.62735388036386,5.311440393115438,15.0
2025-10-01,Maharashtra,Ahmadnagar,413713,0.589464767187579,5.30976155631219,95.0
2025-09-01,Orissa,Bhadrak,756168,0.7372616075804437,5.306449961631331,5.0
2025-12-01,Jharkhand,Godda,814102,0.5938183121935502,5.306314788565551,32.0
2025-09-01,Uttar Pradesh,Farrukhabad,207503,0.5609682213056284,5.305326735150735,462.0
2025-11-01,Jammu & Kashmir,Jammu,180001,0.8123204937475136,5.304194871494871,5.0
2025-09-01,Maharashtra,Mumbai,400096,0.3823513428329758,5.302066477396402,3.0
2025-12-01,Maharashtra,Nashik,422007,0.6169832739800432,5.301564591058804,2155.0
2025-12-01,Odisha,Baleswar,756166,0.5634072246607776,5.298655233916913,87.0
2025-12-01,Maharashtra,Ahmadnagar,414303,0.6840182435874174,5.292371561298723,260.0
2025-11-01,Jharkhand,Palamu,822122,0.6843102804166835,5.286360911035353,2087.0
2025-09-01,West Bengal,Paschim Bardhaman,713204,0.6167832160975035,5.2856394672546205,41.0
2025-12-01,Maharashtra,Ahmadnagar,414701,0.6754389242397244,5.278149056483874,1246.0
2025-09-01,Andhra Pradesh,Prakasam,523114,0.572667955706275,5.26590765729334,111.0
2025-12-01,Andhra Pradesh,Medak,502310,0.4986327475795366,5.265730786487312,3.0
2025-11-01,Mizoram,Mammit,796431,0.583460627403592,5.262239304960225,12.0
2025-09-01,Andhra Pradesh,Alluri Sitharama Raju,535145,0.6412454662731627,5.261667737935147,47.0
2025-09-01,Punjab,Sri Muktsar Sahib,152112,0.6107438577085336,5.243791820312142,305.0
2025-12-01,Jammu and Kashmir,Jammu,180015,0.600840170113494,5.236501265776124,77.0
2025-12-01,Himachal Pradesh,Kangra,176402,0.5432461076585354,5.23216251571904,40.0
2025-11-01,Assam,Kamrup Metro,781029,0.6710054460798894,5.23078680564737,214.0
2025-11-01,Andhra Pradesh,Srikakulam,532290,0.705741563448149,5.223169922062671,294.0
2025-10-01,Maharashtra,Ahmadnagar,413728,0.5392999799951658,5.219571174638845,453.0
2025-11-01,West Bengal,Koch Bihar,736180,0.4530936350375776,5.217240378047468,9.0
2025-11-01,Maharashtra,Sangli,415415,0.558175206757563,5.2169396088889535,30.0
2025-11-01,Tamil Nadu,Thiruvarur,614711,0.6634353299700659,5.214354912717088,145.0
2025-11-01,Maharashtra,Raigad,402202,0.5403742667894805,5.207787424716141,7.0
2025-09-01,Maharashtra,Nagpur,441112,0.5428401768930435,5.203797908760876,178.0
2025-12-01,West Bengal,North 24 Parganas,700116,0.4805183335608173,5.201757005958567,41.0
2025-11-01,Jharkhand,Purbi Singhbhum,832104,0.5308499365424378,5.197004452445065,4.0
2025-10-01,Odisha,Kandhamal,762105,0.6783581995126116,5.195756009940618,624.0
2025-10-01,Himachal Pradesh,Mandi,175033,0.5543212047746291,5.193397603472861,86.0
2025-11-01,Maharashtra,Ratnagiri,415708,0.5667366560317764,5.192935822415399,97.0
2025-12-01,Kerala,Kollam,691534,0.6092845029091907,5.185748790047049,201.0
2025-11-01,Maharashtra,Mumbai,400039,0.15101480856187952,5.183325663954284,1.0
2025-11-01,Tamil Nadu,Dindigul,624702,0.6444690225735683,5.177825102930734,308.0
2025-11-01,Tamil Nadu,Thiruvallur,601206,0.4855830456606799,5.165920104350145,6.0
2025-11-01,Uttar Pradesh,Bulandshahar,203202,0.45696872477903866,5.160769687779625,3.0
2025-10-01,Andhra Pradesh,Eluru,521325,0.5693433680329489,5.160733538738674,10.0
2025-11-01,Andhra Pradesh,East Godavari,534218,0.5065325459405811,5.1564882888231685,6.0
2025-11-01,Chhattisgarh,Balod,495117,0.362799101345902,5.152474617649318,2.0
2025-09-01,Assam,Kokrajhar,783339,0.6047108877138124,5.151846791638366,4.0
2025-11-01,Assam,Tinsukia,786179,0.5845275809208559,5.1491623296648905,10.0
2025-09-01,West Bengal,Barddhaman,713368,0.5488160159849602,5.14740223509393,65.0
2025-11-01,Telangana,Karimnagar,506169,0.3409255928775374,5.14725871359318,2.0
2025-12-01,Odisha,Jharsuguda,768225,0.6248376821644196,5.144759494254791,107.0
2025-09-01,Gujarat,Surat,394690,0.29067555795615835,5.138048299379567,2.0
2025-12-01,Andhra Pradesh,Adilabad,504323,0.4574598754535052,5.1368430399329315,3.0
2025-12-01,Bihar,Gaya,804435,0.44147844232865807,5.1269629081594665,5.0
2025-12-01,Karnataka,Chikkaballapur,563161,0.4698503270660581,5.126261956555976,3.0
2025-11-01,West Bengal,Barddhaman,713131,0.6112050286709222,5.119937336707367,92.0
2025-11-01,Gujarat,Bharuch,393140,0.5014447829101256,5.110808519817289,6.0
2025-12-01,Maharashtra,Latur,413607,0.6437898515145349,5.106755945196828,960.0
2025-10-01,Maharashtra,Nagpur,441112,0.5394627553514217,5.104808610844208,326.0
2025-09-01,Tamil Nadu,Virudhunagar,626188,0.6450914118645837,5.104347802985355,15.0
2025-11-01,Punjab,Firozpur,142044,0.5504512499016366,5.101316738510882,24.0
2025-11-01,Rajasthan,Rajsamand,313708,0.592008496052882,5.097382244369525,14.0
2025-09-01,Chandigarh,Chandigarh,160009,0.593079214183741,5.094798551973785,25.0
2025-12-01,Maharashtra,Ahmadnagar,414403,0.5701055364438076,5.09247915048528,1001.0
2025-09-01,Gujarat,Porbandar,360570,0.6196050519721962,5.092067035691861,237.0
2025-11-01,Punjab,SAS Nagar (Mohali),140417,0.3813554393284462,5.0826815298050265,2.0
2025-12-01,West Bengal,Dakshin Dinajpur,733129,0.37777076401186993,5.078777196844418,4.0
2025-11-01,Gujarat,Anand,387210,0.5566196128100123,5.07294433335474,60.0
2025-10-01,Telangana,K.v. Rangareddy,509228,0.5963890505588181,5.072159853814602,397.0
2025-09-01,Bihar,Siwan,841504,0.5922581079032235,5.069644716360578,586.0
2025-12-01,Maharashtra,Satara,415501,0.6182856924767333,5.061568520667304,1013.0
2025-12-01,Punjab,Ferozepur,152123,0.41116472965239925,5.060012273157567,2.0
2025-10-01,Karnataka,Belagavi,591124,0.6788454510292774,5.059644306106586,46.0
2025-12-01,West Bengal,Barddhaman,713141,0.6472865970936506,5.056483283757642,495.0
2025-12-01,Telangana,Narayanpet,509350,0.4005431700489924,5.053167887307148,2.0
2025-11-01,Odisha,Balangir,767042,0.565660604140884,5.04804307264023,11.0
2025-10-01,Arunachal Pradesh,Changlang,792122,0.7255865494828859,5.047431880162794,374.0
2025-11-01,West Bengal,North Twenty Four Parganas,743412,0.5489336398984299,5.038742344829688,3.0
2025-09-01,Karnataka,Vijayanagara,583126,0.5906088088463941,5.038057408643971,109.0
2025-07-01,Maharashtra,Beed,431122,0.7503125627839637,5.032516110555138,9683.0
2025-12-01,West Bengal,Hugli,712124,0.17231576512036645,5.032463842843312,1.0
2025-12-01,Maharashtra,Nanded,431803,0.604296353459087,5.030643723665613,399.0
2025-11-01,Himachal Pradesh,Kangra,176210,0.5845888353256444,5.027430307798847,125.0
2025-10-01,Maharashtra,Satara,415020,0.5975652495508148,5.025436927937569,67.0
2025-10-01,Karnataka,Dakshina Kannada,574235,0.6266072770312934,5.016317273829391,8.0
2025-10-01,Kerala,Kollam,691534,0.6052992603231979,5.014081605669713,104.0
2025-11-01,Jharkhand,Deoghar,814133,0.3401838763038969,5.010879686223057,2.0
2025-12-01,Maharashtra,Thane,401405,0.5735153083089088,5.0020561923889035,40.0
2025-12-01,Madhya Pradesh,Ujjain,456771,0.6956409820858183,4.9832953471698325,1416.0
2025-12-01,West Bengal,South Dinajpur,733153,0.514755119362801,4.979280798738061,9.0
2025-12-01,Assam,Sibsagar,785670,0.627687870986893,4.978158085414447,17.0
2025-10-01,Uttar Pradesh,Gorakhpur,273003,0.6155024612327965,4.975341126967287,71.0
2025-12-01,West Bengal,Jalpaiguri,735223,0.6172153548756207,4.974338804851545,400.0
2025-11-01,Chandigarh,Chandigarh,160009,0.588415744372014,4.972707226849542,25.0
2025-12-01,Uttar Pradesh,Balrampur,271215,0.5997521140350567,4.953868960820701,1195.0
2025-11-01,Jammu and Kashmir,Kargil,194103,0.6515023597941545,4.949865955446761,114.0
2025-10-01,Madhya Pradesh,Anuppur,484001,0.6413383186040322,4.949079981994853,20.0
2025-09-01,Jharkhand,Dhanbad,826004,0.6397454406943552,4.943726495813901,466.0
2025-10-01,Jammu and Kashmir,Kargil,194103,0.6511658117082721,4.943671370733383,67.0
2025-10-01,Tamil Nadu,Theni,625522,0.6756579622559581,4.942306756495389,65.0
2025-11-01,Jharkhand,West Singhbhum,833212,0.5765898849814317,4.941724373672921,95.0
2025-12-01,Maharashtra,Mumbai,400604,0.47187706911100197,4.938254688182337,3.0
2025-11-01,West Bengal,Hooghly,712706,0.5966722476353161,4.93733130379798,614.0
2025-09-01,Maharashtra,Nashik,422402,0.5835920254431257,4.936688359875803,1588.0
2025-09-01,Assam,Barpeta,781328,0.6006628091622113,4.933489525451834,83.0
2025-12-01,Madhya Pradesh,Hoshangabad,461110,0.5272555110871601,4.9259555962035355,16.0
2025-09-01,Orissa,Kendrapara,754211,0.48261417241301957,4.92556861311031,3.0
2025-11-01,Andhra Pradesh,Srikakulam,532474,0.5989456561188062,4.921009561035345,127.0
2025-11-01,Uttarakhand,Pauri Garhwal,246121,0.6439513988509197,4.919394795044519,497.0
2025-10-01,Jharkhand,Palamu,822122,0.6716568276108177,4.919060300198626,743.0
2025-07-01,Maharashtra,Ahmednagar,414105,0.4047531625757774,4.9160381081929865,172.0
2025-09-01,Karnataka,Shivamogga,577423,0.6557821278083378,4.91438736683087,20.0
2025-11-01,Uttarakhand,Pauri Garhwal,246167,0.534300952654262,4.912426343351921,105.0
2025-09-01,Andhra Pradesh,Ananthapuramu,515774,0.6374653981400715,4.907988299330802,26.0
2025-12-01,Uttarakhand,Haridwar,246763,0.6075597312046107,4.906098096125144,964.0
2025-09-01,Karnataka,Bangalore,562125,0.5896402504837737,4.903614005923286,90.0
2025-11-01,Rajasthan,Bundi,323602,0.5902923753958251,4.900768602557673,387.0
2025-12-01,Sikkim,South Sikkim,737113,0.531028570252436,4.898675339679258,3.0
2025-11-01,Himachal Pradesh,Shimla,171214,0.6145188127410621,4.895998635558353,44.0
